id	source	name	update	type	parent_id	parent_name	contact_email	contact_form	contact_phone	contact_fax	website	streetAddress	postOfficeBoxNumber	postalCode	addressLocality	addressCountry	latitude	longitude
171782	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_171782	Ambassade de France ARMÉNIE - Erevan	2015-09-03	ambassade-ou-mission-diplomatique		Ambassades	cad.erevan-amba@diplomatie.gouv.fr		+374 (10) 59 19 50	+374 (10) 59 19 70	http://www.ambafrance-am.org	8 rue Grigor Loussavoritch			0015 Erevan	 ARMÉNIE		
171857	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_171857	Ambassade de France AUSTRALIE - Canberra	2013-06-10	ambassade-ou-mission-diplomatique		Ambassades	info@ambafrance-au.org		+61 (02) 62 16 01 00	+61 (02) 62 16 01 32	http://www.ambafrance-au.org	6 Perth avenue Yarralumla ACT 2600			Canberra	 AUSTRALIE		
171909	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_171909	Ambassade de France AUTRICHE - Vienne	2015-09-09	ambassade-ou-mission-diplomatique		Ambassades	contact@ambafrance-at.org	http://www.ambafrance-at.org/Nous-contacter	+43 (1) 50 27 50	+43 (1) 50 27 51 68	http://www.ambafrance-at.org	Technikerstrasse 2		1040	Vienne	 AUTRICHE		
171954	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_171954	Ambassade de France AZERBAIDJAN - Bakou	2015-10-07	ambassade-ou-mission-diplomatique		Ambassades	presse.bakou-amba@diplomatie.gouv.fr	http://www.ambafrance-az.org/Nous-contacter,1400	+994 (12) 490 81 00	+994 (12) 490 81 28	http://www.ambafrance-az.org	9 rue Rassul Rza 			AZ1000 Bakou	 AZERBAÏDJAN		
171995	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_171995	Ambassade de France BAHAMAS - Nassau	2015-09-09	ambassade-ou-mission-diplomatique		Ambassades		http://www.ambafrance-jm-bm.org/-Nous-contacter			http://www.ambafrance-jm-bm.org/					 BAHAMAS		
172026	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172026	Ambassade de France BAHREIN - Manama	2015-09-03	ambassade-ou-mission-diplomatique		Ambassades	chancellerie.manama-AMBA@diplomatie.gouv.fr	http://www.ambafrance-bh.org/-Nous-ecrire,209	+973 (17) 29 86 60	+973 (17) 29 86 06	http://www.ambafrance-bh.org	Diplomatic Area 319, Villa 51 A, Road 1901, Manama Town 319			P.O. Box 11134, Manama	 BAHREÏN		
172051	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172051	Ambassade de France BANGLADESH - Dacca	2015-09-03	ambassade-ou-mission-diplomatique		Ambassades	webmestre.dacca-amba@diplomatie.gouv.fr	http://www.ambafrance-bd.org/Nous-contacter	+880 2 5 881 38 13	+880 2 5 881 36 12	http://www.ambafrance-bd.org	Road 108, House 18, Gulshan			GPO Box 22, Dacca 	 BANGLADESH		
172074	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172074	Ambassade de France BARBADE - Bridgetown	2015-09-09	ambassade-ou-mission-diplomatique		Ambassades	ambassadefrenchembassy@candw.lc	http://www.ambafrance-lc.org/Nous-contacter	+1 758 455 60 60	+1 758 455 60 56	http://www.ambafrance-lc.org					 BARBADE		
172093	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172093	Ambassade de France BELGIQUE - Bruxelles	2015-09-09	ambassade-ou-mission-diplomatique		Ambassades	ambafr@ambafrance-be.org	http://www.ambafrance-be.org/Nous-ecrire	+32 (02) 548 87 11	+32 (02) 548 87 32	http://www.ambafrance-be.org	65 rue Ducale			1000 Bruxelles	 BELGIQUE		
172108	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172108	Ambassade de France BELIZE - Belmopan	2015-09-09	ambassade-ou-mission-diplomatique		Ambassades	info@ambafrance-sv.org	http://www.ambafrance-sv.org/Nous-contacter			http://www.ambafrance-sv.org					 BÉLIZE		
172122	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172122	Ambassade de France BÉNIN - Cotonou	2015-09-03	ambassade-ou-mission-diplomatique		Ambassades	contact@ambafrance-bj.org	http://www.ambafrance-bj.org/Nous-ecrire	+229 (21) 36 55 33	+229 (21) 36 55 30	http://www.ambafrance-bj.org	2235 Avenue Jean-Paul II 			BP 966, Cotonou	 BÉNIN		
172134	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172134	Ambassade de France BIÉLORUSSIE - Minsk	2016-02-05	ambassade-ou-mission-diplomatique		Ambassades	webmestre.by@diplomatie.gouv.fr	http://www.ambafrance-by.org/Nous-contacter	+375 (17) 229 18 00	+375 (17) 229 18 01	http://www.ambafrance-by.org	11 place de la Liberté			220030 Minsk	 BÉLARUS		
172145	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172145	Ambassade de France BIRMANIE - Rangoun	2015-09-15	ambassade-ou-mission-diplomatique		Ambassades	ambafrance.rangoun@diplomatie.gouv.fr	http://ambafrance-mm.org/Nous-contacter	+95 (1) 212 520	+95 (1) 212 527	http://ambafrance-mm.org	102 Pyidaungsu Yeiktha Road			BP 858, Rangoon	 BIRMANIE		
172154	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172154	Ambassade de France BOLIVIE - La Paz	2015-08-26	ambassade-ou-mission-diplomatique		Ambassades	information@ambafrance-bo.org	http://www.ambafrance-bo.org/Nous-contacter	+591 (2) 214 99 00	+591 (2) 214 99 01	http://www.ambafrance-bo.org	Avenida Hernando Siles n° 5390, Esquina Calle 8, Obrajes			La Paz	 BOLIVIE		
172161	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172161	Ambassade de France BOSNIE-HERZEGOVINE - Sarajevo	2014-10-28	ambassade-ou-mission-diplomatique		Ambassades		http://www.ambafrance-ba.org/Nous-contacter	+387 (33) 28 20 50	+387 (33) 28 20 52	http://www.ambafrance-ba.org	18 Ulica Mehmed Bega Kapetanovica 			Ljubusaka, 71000 Sarajevo	 BOSNIE-HERZÉGOVINE		
172166	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172166	Ambassade de France BOTSWANA - Gaborone	2014-06-16	ambassade-ou-mission-diplomatique		Ambassades	cad.gaborone-amba@diplomatie.gouv.fr	http://www.ambafrance-bw.org/Nous-contacter	+267 (368) 08 00	+267 (368) 08 01	http://www.ambafrance-bw.org	761 Robinson Road 			PO Box 1424, Gaborone	 BOSTWANA		
172171	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172171	Ambassade de France BRÉSIL - Brasilia	2015-08-05	ambassade-ou-mission-diplomatique		Ambassades	france@ambafrance.org.fr	http://www.ambafrance-br.org/Nous-contacter,1512	+55 (61) 32 22 39 99	+55 (61) 32 22 39 17	http://www.ambafrance-br.org	SES Avenida das Naçoès, Lote 04, Quadra 801			CEP 70404-900, Brasilia DF	 BRÉSIL		
172176	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172176	Ambassade de France BRUNEI - Bandar Seri Begawan	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	courrier@ambafrance-bn.org	http://www.ambafrance-bn.org/Nous-contacter	+673 (2 22) 09 60	+673 (2 24) 33 73	http://www.ambafrance-bn.org	Kompleks Jafan Sultan, Units 301/306 51-55 Jafan Sultan 			Bandar Seri Begawan BS 8811	 BRUNEI		
172181	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172181	Ambassade de France BULGARIE - Sofia	2014-04-07	ambassade-ou-mission-diplomatique		Ambassades	presse@ambafrance-bg.org	http://www.ambafrance-bg.org/Nous-contacter	+359 (2) 965 11 00	+359 (2) 965 11 20	http://www.ambafrance-bg.org	27-29  rue Oborichté			1504 Sofia	 BULGARIE		
172186	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172186	Ambassade de France BURKINA FASO - Ouagadougou	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	ambassade@ambafrance-bf.org	http://www.ambafrance-bf.org/Nous-contacter	+226 (25) 49 66 66	+226 (25) 49 66 19	http://www.ambafrance-bf.org	Avenue du Trésor 			BP 504, Ouagadougou 01	 BURKINA FASO		
172191	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172191	Ambassade de France BURUNDI - Bujumbura	2014-06-16	ambassade-ou-mission-diplomatique		Ambassades	cad.bujumbura-amba@diplomatie.gouv.fr	http://www.ambafrance-bi.org/Contacter-l-ambassade	+257 (22) 20 30 00	+257 (22) 20 30 10	http://www.ambafrance-bi.org	60 boulevard de l'Uprona			BP 1740, Bujumbura	 BURUNDI		
172194	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172194	Ambassade de France CAMBODGE - Phnom-Penh	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	cad.praia-amba@diplomatie.gouv.fr	http://www.ambafrance-kh.org/Ecrire-a-l-ambassade	+855 (23) 43 00 20	+855 (23) 43 00 37	http://www.ambafrance-kh.org	1 boulevard Monivong			BP 18, Phnom Penh	 CAMBODGE		
172197	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172197	Ambassade de France CAMEROUN - Yaoundé	2014-06-16	ambassade-ou-mission-diplomatique		Ambassades	chancellerie.yaounde-amba@diplomatie.gouv.fr	http://www.ambafrance-cm.org/Nous-Contacter,825	+237 (22) 22 79 00	+237 (22) 22 79 09	http://www.ambafrance-cm.org	Plateau Atémengué 			BP 1631, Yaoundé	 CAMEROUN		
172200	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172200	Ambassade de France CANADA - Ottawa	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	politique@ambafrance-ca.org	http://www.ambafrance-ca.org/-Coordonnees-horaires-	+1 (6 13) 789 17 95	+1 (6 13) 562 37 35	http://www.ambafrance-ca.org	42 Promenade Sussex			Ottawa, Ontario, K1M 2C9	 CANADA		
172203	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172203	Ambassade de France CAP-VERT - Praia	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	cad.praia-amba@diplomatie.gouv.fr		+238 (2 60) 45 35	+238 (2 61) 55 90	http://www.ambafrance-cv.org	Quartier Prainha, Ile de Santiago			CP 192, 76000, Praia	 CAP-VERT		
172205	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172205	Ambassade de France CENTRAFRIQUE - Bangui	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	admin-français.bangui-amba@diplomatie.gouv.frcad.bangui-amba@diplomatie.gouv.fr	http://www.ambafrance-cf.org/-Nous-contacter-	+236 (21) 61 30 00	+236 (21) 61 74 04	http://www.ambafrance-cf.org/	Avenue Charles de Gaulle			Bangui	 RÉPUBLIQUE CENTRAFRICAINE		
172207	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172207	Ambassade de France CHILI - Santiago	2016-02-05	ambassade-ou-mission-diplomatique		Ambassades		http://www.ambafrance-cl.org/-Nous-contacter-	+56 (2) 24 70 80 00	+56 (2) 24 70 80 50	http://www.ambafrance-cl.org	Avenida Condell 65, Providencia, Santiago 			Santiago	 CHILI		
172209	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172209	Ambassade de France CHINE - Pékin	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	presse@ambafrance-cn.org	http://www.consulfrance-pekin.org/Contacts,421.html?lang=fr	+86 (10) 85 31 20 00	+86 (10) 85 31 20 20	http://www.ambafrance-cn.org/accueil.html	Faguo Zhuhua Dashiguan, 60 Tianze Lu 			100600 Beijing	 CHINE		
172211	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172211	Ambassade de France CHYPRE - Nicosie	2015-12-29	ambassade-ou-mission-diplomatique		Ambassades	ambafrance@cytanet.com.cy	http://www.ambafrance-cy.org/-Nous-contacter-	+357 (22) 58 53 00	+357 (22) 58 53 35	http://www.ambafrance-cy.org	2ème étage, Agioi Omologitai, 14,16 Saktouri street 			 1080 Nicosie	 CHYPRE		
172213	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172213	Ambassade de France COLOMBIE - Bogota	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	presse@ambafrance-co.org		+571 (6 38) 14 00	+571 (6 38) 14 30	http://www.ambafrance-co.org	Carrera 11, n° 93-12			Bogota	 COLOMBIE		
172215	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172215	Ambassade de France COMORES - Moroni	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades		http://ambafrance-km.org/Nous-contacter	+269 (7 73) 03 95	+269 (7 73) 09 22 	http://www.ambafrance-km.org	Boulevard de Strasbourg 			BP 465, Moroni	 COMORES		
172217	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172217	Ambassade de France CONGO - Brazzaville	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	cad.brazzaville-amba@diplomatie.gouv.fr	http://www.ambafrance-cg.org/Nous-contacter	+242 (05) 361 24 07		http://www.ambafrance-cg.org	Rue Alfassa			BP 2089, Brazzaville	 CONGO		
172219	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172219	Ambassade de France CONGO (la République démocratique du) - Kinshasa	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	presse.kinshasa-amba@diplomatie.gouv.fr	http://www.ambafrance-cd.org/-Nous-contacter-	+243 (8 15) 55 99 99	+243 (8 15) 55 99 37	http://www.ambafrance-cd.org	1 Avenue du Colonel Mondjiba			Kinshasa	 RÉPUBLIQUE DÉMOCRATIQUE DU CONGO		
172221	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172221	Ambassade de France Iles COOK - Rarotonga	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	presse.wellington-amba@diplomatie.gouv.fr				http://www.ambafrance-nz.org/					 COOK, ILES		
172223	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172223	Ambassade de France CORÉE - Séoul	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	consulat@ambafrance-kr.org	http://www.ambafrance-kr.org/-Nous-contacter-	+82 (2) 31 49 43 00	+82 (2) 31 49 43 10	http://www.ambafrance-kr.org	42-12 Seosomun-ro, Seodaemun-gu			Séoul 120-030	 CORÉE, RÉPUBLIQUE DE		
172225	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172225	Ambassade de France COSTA RICA - San José	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	consulat@ambafrance-kr.org	http://www.ambafrance-cr.org/Nous-contacter,1399	+506 (22) 34 41 67	+506 (22) 34 41 95	http://www.ambafrance-cr.org	200m sur y 25m oeste, Curridabat, De la Mitsubishi			San José	 COSTA RICA		
172227	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172227	Ambassade de France CÔTE-D'IVOIRE - Abidjan	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	cad.abidjan-fslt@diplomatie.gouv.fr	http://www.ambafrance-ci.org/-Nous-contacter-	+225 (20) 20 04 04	+225 (20) 20 04 81	http://www.ambafrance-ci.org	17 rue Lecœur 			17 BP 175, Abidjan 17	 CÔTE D'IVOIRE		
172229	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172229	Ambassade de France CROATIE - Zagreb	2013-06-11	ambassade-ou-mission-diplomatique		Ambassades		http://www.ambafrance-hr.org/Contact-presse	+385 (1) 48 93 600	+385 (1) 48 93 660	http://www.ambafrance-hr.org/	Hebrangova 2			10 000 Zagreb	 CROATIE		
172231	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172231	Ambassade de France CUBA - La Havane	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades		http://www.ambafrance-cu.org/Autres-Services	+53 (7) 201 31 31	+53 (7) 201 31 07	http://www.ambafrance-cu.org	Calle 14 n° 312, entre 3a y 5a avenida Miramar			La Havane	 CUBA		
172233	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172233	Ambassade de France DANEMARK - Copenhague	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	presse@ambafrance-dk.org	http://www.ambafrance-dk.org/-Coordonnees-detaillees-	+45 (33) 67 01 00	+45 (33) 93 97 52	http://www.ambafrance-dk.org	Kongens Nytorv 4			1050 Copenhague K	 DANEMARK		
172235	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172235	Ambassade de France DJIBOUTI - Djibouti	2015-12-09	ambassade-ou-mission-diplomatique		Ambassades		http://www.ambafrance-dj.org/Nous-contacter	+253 (21) 35 09 63	+253 (21) 35 02 72	http://www.ambafrance-dj.org	45 boulevard du Maréchal-Foch			BP 2039, Djibouti	 DJIBOUTI		
172237	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172237	Ambassade de France DOMINICAINE (la République) - Saint-Domingue	2015-07-15	ambassade-ou-mission-diplomatique		Ambassades		http://www.ambafrance.org.do/Nous-contacter,650	+1809 (6 95) 43 00	+1809 (6 95) 43 11	http://www.ambafrance.org.do	Calle las Damas n° 42, Zona coloniale			BP 780, Saint-Domingue	 RÉPUBLIQUE DOMINICAINE 		
172239	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172239	Ambassade de France DOMINIQUE - Roseau	2015-06-19	ambassade-ou-mission-diplomatique		Ambassades		http://www.ambafrance-lc.org/Nous-contacter			http://www.ambafrance-lc.org/					 DOMINIQUE		
172241	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172241	Ambassade de France ÉGYPTE - Le Caire	2014-12-19	ambassade-ou-mission-diplomatique		Ambassades	questions@ambafrance-eg.org	http://www.ambafrance-eg.org/contact	+20 (2) 3 567 32 00	+20 (2) 3 567 32 01	http://www.ambafrance-eg.org	29 avenue Charles de Gaulle			BP 1777 Guiza, Le Caire	 ÉGYPTE		
172242	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172242	Ambassade de France ÉMIRATS ARABES UNIS - Abou Dabi	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	contact@ambafrance.ae		+971 (2) 813 10 00	+971 (2) 443 41 58	http://www.ambafrance-eau.org	U.A.E Etihad Tower, P.O. Box 4014			Abou Dabi	 ÉMIRATS ARABES UNIS		
172243	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172243	Ambassade de France ÉQUATEUR - Quito	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	cancilleria.quito-amba@diplomatie.gouv.fr	http://www.ambafrance-ec.org/Contacts,14	+593 (2) 294 38 00	+593 (2) 29 43 809	http://www.ambafrance-ec.org	Calle General, Leonidas Plaza 107 y Patria			Quito	 ÉQUATEUR		
172244	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172244	Ambassade de France ERYTHRÉE - Asmara	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	cad.asmara@diplomatie.gouv.fr	http://www.ambafrance-er.org/Nous-contacter	+291 (1) 12 51 96 	+291 (1) 12 32 88 	http://ambafrance-er.org	25 Nakfa Street			P.O BOX 209, Asmara	 ÉRYTHRÉE		
172245	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172245	Ambassade de France ESPAGNE - Madrid	2015-08-26	ambassade-ou-mission-diplomatique		Ambassades	presse.madrid-amba@diplomatie.gouv.fr	http://www.ambafrance-es.org/france_espagne/spip.php?article3138	+34 (91) 423 89 00	+34 (91) 423 89 08	http://www.ambafrance-es.org/france_espagne/	Calle Salustiano Olozaga 9			28001 Madrid	 ESPAGNE		
172246	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172246	Ambassade de France ESTONIE - Tallinn	2016-02-05	ambassade-ou-mission-diplomatique		Ambassades	info@ambafrance-ee.org	http://www.ambafrance-ee.org/Nous-contacter,1978	+372 (6 16) 16 00	+372 (6 16) 16 08	http://www.ambafrance-ee.org	20 Toom Kuninga			15185 Tallinn	 ESTONIE		
172247	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172247	Ambassade de France ÉTATS-UNIS - Washington	2014-10-31	ambassade-ou-mission-diplomatique		Ambassades	info@ambafrance-us.org	http://www.ambafrance-us.org/spip.php?article1131	+1 (202) 944 60 00	+1 (202) 944 61 66	http://fr.ambafrance-us.org	4101 Reservoir Road, NW			Washington, DC 20007	 ÉTATS-UNIS		
172248	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172248	Ambassade de France ÉTHIOPIE - Addis-Abeba	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	contact@ambafrance-et.org	http://www.ambafrance-et.org/Nous-contacter,284	+251 (0) 11 140 00 00	+251 (0) 11 140 00 20	http://www.ambafrance-et.org	Quartier Kabana			PO Box 1464, Addis Abeba	 ÉTHIOPIE		
172249	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172249	Ambassade de France FIDJI - Suva	2015-07-07	ambassade-ou-mission-diplomatique		Ambassades	presse@ambafrance-fj.org	http://www.ambafrance-fj.org/Contactez-nous	+679 (331) 05 27 	+679 (331) 39 02 	http://www.ambafrance-fj.org	Dominion House, 7th floor Thomson Street			Suva	 FIDJI		
172250	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172250	Ambassade de France FINLANDE - Helsinki	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	ambassade.france@welho.com	http://www.ambafrance-fi.org/Nous-contacter	+358 (9) 618 780 		http://www.ambafrance-fi.org	Itäinen Puistotie 13			00140 Helsinki	 FINLANDE		
172251	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172251	Ambassade de France GABON - Libreville	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	amba.libreville-amba@diplomatie.gouv.fr	http://www.ambafrance-ga.org/Nous-contacter	+241 01 79 70 00	+241 01 79 70 09	http://www.ambafrance-ga.org	1 rue du Pont-Pirah			BP 2125, Libreville	 GABON		
172252	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172252	Ambassade de France GAMBIE - Banjul	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	webmestre.dakar-amba@diplomatie.gouv.fr				http://www.ambafrance-sn.org/					 GAMBIE		
172253	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172253	Ambassade de France GÉORGIE - Tbilissi	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	ambafrance@access.sanet.ge	http://www.ambafrance-ge.org/Nous-ecrire	+995 (32) 272 14 90	+995 (32) 272 14 81	http://www.ambafrance-ge.org	49 rue Krtsanissi			0114 Tbilissi	 GÉORGIE		
172254	http://lannuaire.service-public.fr/ambassades/ambassade-ou-mission-diplomatique_172254	Ambassade de France GHANA - Accra	2015-09-08	ambassade-ou-mission-diplomatique		Ambassades	info@ambafrance-gh.org	http://www.ambafrance-gh.org/-Nous-contacter-	+233 (30) 221 45 50 	+233 (30) 221 45 89	http://www.ambafrance-gh.org	12th road (of Liberation avenue) 			Po Box 187, Accra	 GHANA		
